Symbol,Essential_Zscore,Doench_score,SSC_score,DeepHF_score,DeepCRISPR_score,FrameShift_IndelPhi,FrameShift_Lindel,FrameShift_FORECasT,Domain_pfam,PROVEAN_score,SIFT_score,Helix,Sheet,Phosphorylation,Acetylation,seq_score,pro_score,ind_score,combined_seq_ind,combined_seq_pro,combined_pro_ind,combined_all
VARS,1.306505141,0.083,0.026513,0.431299627,0.295465052,56.967416,0.718,52.87600000000001,1,-3.47,0.139737101,1,0,0.0,0.0,0.2811749543532354,0.08756592184928262,0.2424500439545442,0.45862572169963595,0.4221195716372774,0.3009928693138346,0.5502266723416676
VARS,1.189828235,0.043,-0.123607,0.501628995,0.122703493,68.33045335,0.732,66.922,1,-4.86,0.438528409,1,0,0.0,0.0,0.13033477176722919,0.038662575770918854,-0.019676641265062873,0.17147808821254878,0.25920107114160285,0.1268831395670283,0.2655341410169188
VARS,1.4415278969999998,0.114,-0.270728,0.451735169,0.244865119,69.83683547,0.77,74.676,1,-4.86,0.438528409,1,0,0.0,0.0,0.06385936640712278,0.038662575770918854,-0.12308416703093109,0.05233333123546789,0.20442599584297322,0.07340757135570286,0.1622542206550301
VARS,1.0925884540000002,0.412,0.7052,0.596639276,0.261946112,65.33410454,0.8140000000000001,63.872,1,-5.6,0.717307765,1,0,0.0,0.0,-0.057247520119645234,0.02682071651449744,-0.01913079567389934,0.010775295291750414,0.09537273437598362,0.11761922696144982,0.10474948824221697
VARS,0.99624178,0.12,0.14974400000000002,0.680377841,0.241723984,55.64399324,0.669,65.238,1,-6.82,1.185435124,1,0,0.0,0.0,-0.35926775069372924,0.012907931806064327,0.16396043587647557,-0.13912313505034618,-0.1648390785990135,0.2018301339623981,-0.06288254322202412
VARS,-0.184270961,0.122,0.685809,0.616066575,0.14566658400000002,87.05792890000002,0.855,82.04299999999998,1,-8.47,1.3656633669999998,1,0,0.0,0.0,0.11632945304793471,-0.049682124975284916,-0.400112174876908,-0.06833454145533072,0.17884715247797695,-0.1395267629986191,0.005993946094299474
VARS,0.257304278,0.363,0.420183,0.6852716209999999,0.41166389,75.21439357,0.84,79.475,1,-8.29,1.441600945,1,0,0.0,0.0,-0.509594364570831,-0.03197734822338279,-0.2758231813375037,-0.532973698111498,-0.3242917750670532,-0.061411070089903264,-0.42969396953351213
VARS,0.502050639,0.182,0.16330799999999998,0.649494946,0.18191205,84.63790498,0.7979999999999999,71.575,1,-9.62,1.508271532,1,0,0.0,0.0,-0.2921557181989048,-0.08839410019214475,-0.25604228501465015,-0.333419643520271,-0.1887089808791814,-0.09542064595290183,-0.2858973867122795
VARS,-0.002802983,0.259,-0.144673,0.594100773,0.198543519,85.32032315,0.823,75.443,1,-6.51,1.720902378,1,0,0.0,0.0,-0.3690489592542801,0.08838730468853209,-0.3146962160664063,-0.43491272786494833,-0.11386721848688648,0.01342337636272192,-0.24319731320995266
VARS,1.338141144,0.05,0.293863,0.560868502,0.212429777,45.97428396,0.655,50.03100000000001,1,-8.32,1.766055345,1,0,0.0,0.0,0.0895340949411521,0.00463732725022426,0.41286579958742253,0.39638398730190305,0.19920431471012837,0.32414560953270877,0.41419704920409117
