Symbol,Essential_Zscore,Doench_score,SSC_score,DeepHF_score,DeepCRISPR_score,FrameShift_IndelPhi,FrameShift_Lindel,FrameShift_FORECasT,Domain_pfam,PROVEAN_score,SIFT_score,Helix,Sheet,Phosphorylation,Acetylation,seq_score,pro_score,ind_score,combined_seq_ind,combined_seq_pro,combined_pro_ind,combined_all
VARS,1.306505141,0.083,0.026513,0.431299627,0.295465052,56.967416,0.718,52.87600000000001,1,-3.47,0.139737101,1,0,0.0,0.0,0.2878471643261432,0.08115317137403222,0.24904001871088727,0.5221301680634818,0.3780519155873071,0.27570797220325627,0.542151052000541
VARS,1.189828235,0.043,-0.123607,0.501628995,0.122703493,68.33045335,0.732,66.922,1,-4.86,0.438528409,1,0,0.0,0.0,0.1338191396844061,0.029910284284463372,-0.011862238138629166,0.15800850377501213,0.2014287255212595,0.04416155146861852,0.20774026968533094
VARS,1.4415278969999998,0.114,-0.270728,0.451735169,0.244865119,69.83683547,0.77,74.676,1,-4.86,0.438528409,1,0,0.0,0.0,0.07005606253917492,0.029910284284463372,-0.11576333563216087,0.011098138982633754,0.148490999733786,-0.029250256468125187,0.0911184107474182
VARS,1.0925884540000002,0.412,0.7052,0.596639276,0.261946112,65.33410454,0.8140000000000001,63.872,1,-5.6,0.717307765,1,0,0.0,0.0,-0.053080562870956846,0.016768739754539252,-0.014934544716040532,-0.014037549172729572,0.03376489258478847,0.030546079468310117,0.04863519508418583
VARS,0.99624178,0.12,0.14974400000000002,0.680377841,0.241723984,55.64399324,0.669,65.238,1,-6.82,1.185435124,1,0,0.0,0.0,-0.35944531801760216,0.0017233735699259012,0.17360265642452272,-0.13385905789599634,-0.2354865366361516,0.14889152423847812,-0.08443924858783022
VARS,-0.184270961,0.122,0.685809,0.616066575,0.14566658400000002,87.05792890000002,0.855,82.04299999999998,1,-8.47,1.3656633669999998,1,0,0.0,0.0,0.11338491517680223,-0.06028610238911294,-0.3966978667503583,-0.18928517486181756,0.10042157704966974,-0.3103656035247061,-0.13560388589413958
VARS,0.257304278,0.363,0.420183,0.6852716209999999,0.41166389,75.21439357,0.84,79.475,1,-8.29,1.441600945,1,0,0.0,0.0,-0.5074044150001416,-0.0427549278908513,-0.27178384687573265,-0.6484891925876509,-0.4003826780242812,-0.2058745777894345,-0.525533107688207
VARS,0.502050639,0.182,0.16330799999999998,0.649494946,0.18191205,84.63790498,0.7979999999999999,71.575,1,-9.62,1.508271532,1,0,0.0,0.0,-0.29410841144591415,-0.0980627937305393,-0.25147480261030886,-0.43627611859914045,-0.27466613338045265,-0.24234080173287992,-0.3945144504506027
VARS,-0.002802983,0.259,-0.144673,0.594100773,0.198543519,85.32032315,0.823,75.443,1,-6.51,1.720902378,1,0,0.0,0.0,-0.3657435185479879,0.07659801805364713,-0.3106600785937941,-0.5524831385088802,-0.17046915506285668,-0.12292277628616963,-0.3331393150831557
VARS,1.338141144,0.05,0.293863,0.560868502,0.212429777,45.97428396,0.655,50.03100000000001,1,-8.32,1.766055345,1,0,0.0,0.0,0.09219724703190949,-0.006141382497759984,0.4191363929967097,0.4879494882470391,0.13348917016521716,0.3153886323047651,0.4203359254960287
VARS,0.411331014,0.293,0.918834,0.6475273970000001,0.495545924,80.44961155,0.818,78.991,1,-5.63,1.802951915,1,0,0.0,0.0,-0.266124785529266,0.12968787268070348,-0.28771502902238705,-0.4423218374902419,-0.03739945730461054,-0.057927587419220286,-0.19312250495878844
VARS,1.760660242,0.06,0.006136,0.425196528,0.139915362,56.06222224,0.657,52.577,1,-9.14,1.897663462,1,0,0.0,0.0,0.41110411893094856,-0.028570774093011075,0.2780833927304224,0.6585181844758051,0.3779651887332377,0.19525102559514967,0.5594355384868754
VARS,1.161502607,0.76,0.63407,0.7042039040000001,0.17413446300000002,70.2476781,0.77,68.43,1,-10.06,1.933580015,0,0,0.0,0.0,-0.34243796405203647,-0.005482593430312354,-0.07492134623007835,-0.329593487369341,-0.2288733616521132,-0.03283573281002962,-0.2373949658428142
