Symbol,Essential_Zscore,Doench_score,SSC_score,DeepHF_score,DeepCRISPR_score,FrameShift_IndelPhi,FrameShift_Lindel,FrameShift_FORECasT,Domain_pfam,PROVEAN_score,SIFT_score,Helix,Sheet,Phosphorylation,Acetylation,seq_score,pro_score,ind_score,combined_seq_ind,combined_seq_pro,combined_pro_ind,combined_all
VARS,1.306505141,0.083,0.026513,0.431299627,0.295465052,56.967416,0.718,52.87600000000001,1,-3.47,0.139737101,1,0,0.0,0.0,0.019314949792047093,0.010398086667078688,0.22520183561835944,0.19603994909976913,0.029255148268942755,0.16457008648702356,0.17087273535203645
VARS,1.189828235,0.043,-0.123607,0.501628995,0.122703493,68.33045335,0.732,66.922,1,-4.86,0.438528409,1,0,0.0,0.0,0.12892243761419003,-0.015103035707563672,0.08176252745257452,0.1906024895391693,0.10550580335196531,0.04117773829855636,0.15706835010198186
VARS,1.4415278969999998,0.114,-0.270728,0.451735169,0.244865119,69.83683547,0.77,74.676,1,-4.86,0.438528409,1,0,0.0,0.0,-0.07488060921808039,-0.015103035707563672,-0.08834388750255442,-0.145999620440256,-0.08558273247654254,-0.07575947228337945,-0.14129735855341485
VARS,1.0925884540000002,0.412,0.7052,0.596639276,0.261946112,65.33410454,0.8140000000000001,63.872,1,-5.6,0.717307765,1,0,0.0,0.0,0.06613895531568567,0.006536212750072333,0.05351839171070768,0.10611583555372986,0.0691836098885335,0.04720043822308681,0.10328520879118679
VARS,0.99624178,0.12,0.14974400000000002,0.680377841,0.241723984,55.64399324,0.669,65.238,1,-6.82,1.185435124,1,0,0.0,0.0,-0.2944539047551509,-0.010381500646391354,0.14262556155468728,-0.17834404519067598,-0.28752848047409973,0.0829936218909917,-0.19530736117368125
VARS,-0.184270961,0.122,0.685809,0.616066575,0.14566658400000002,87.05792890000002,0.855,82.04299999999998,1,-8.47,1.3656633669999998,1,0,0.0,0.0,0.07500227820706312,-0.0750814391246258,-0.14739406042056516,-0.04678926154272587,-0.009688291880369146,-0.1780213746563544,-0.10175859590045977
VARS,0.257304278,0.363,0.420183,0.6852716209999999,0.41166389,75.21439357,0.84,79.475,1,-8.29,1.441600945,1,0,0.0,0.0,-0.35075534997214936,-0.05699253338857402,-0.22168856321337177,-0.5208989161597157,-0.38768670053896565,-0.21043605440350838,-0.5234315672583602
VARS,0.502050639,0.182,0.16330799999999998,0.649494946,0.18191205,84.63790498,0.7979999999999999,71.575,1,-9.62,1.508271532,1,0,0.0,0.0,-0.31701507054433625,-0.11860227506500956,-0.09331961997647291,-0.3845776150737368,-0.4224848768313027,-0.1852923592794246,-0.4723344544542928
VARS,-0.002802983,0.259,-0.144673,0.594100773,0.198543519,85.32032315,0.823,75.443,1,-6.51,1.720902378,1,0,0.0,0.0,-0.16174097836390908,-0.006867689571351805,-0.242442295067055,-0.35127475495182847,-0.15804970084410988,-0.17242134222854527,-0.3103981723936954
VARS,1.338141144,0.05,0.293863,0.560868502,0.212429777,45.97428396,0.655,50.03100000000001,1,-8.32,1.766055345,1,0,0.0,0.0,0.08730068084136844,-0.03663698115017225,0.32338461107882,0.33798677724529547,0.04138862203078766,0.17937790330230924,0.24519406191299947
VARS,0.411331014,0.293,0.918834,0.6475273970000001,0.495545924,80.44961155,0.818,78.991,1,-5.63,1.802951915,1,0,0.0,0.0,-0.25791987741993344,0.04293566077163325,-0.1066287190150359,-0.3417416573182788,-0.19806088987433607,-0.028348170044636956,-0.2656592404960517
VARS,1.760660242,0.06,0.006136,0.425196528,0.139915362,56.06222224,0.657,52.577,1,-9.14,1.897663462,1,0,0.0,0.0,0.12568365738689266,-0.061176347344113736,0.35033275216601245,0.3981305513322667,0.05325378481831737,0.17367306476625166,0.27530778924651866
VARS,1.161502607,0.76,0.63407,0.7042039040000001,0.17413446300000002,70.2476781,0.77,68.43,1,-10.06,1.933580015,0,0,0.0,0.0,-0.4654925100247179,-0.015198640661568336,-0.006600060110160971,-0.4605356143509763,-0.4492940494741706,-0.020694059682471212,-0.4484962523439274
VARS,1.6724945569999998,0.008,0.189619,0.614055097,0.230176002,64.84144837,0.642,63.525,1,-11.06,1.976601274,0,0,0.0,0.0,-0.03782472007838452,-0.09828078788772344,0.10689768924604837,0.04209091460919053,-0.14151164919435488,-0.03182337185189553,-0.07099801346703591
VARS,1.415638476,0.804,0.362403,0.6673765779999999,0.511211991,64.92859409,0.6990000000000001,65.699,1,-9.91,2.02747535,0,0,0.0,0.0,-0.525841302917841,0.012697481371105674,0.05850731312773981,-0.4669795070681049,-0.47776073502434946,0.05419605723011824,-0.43403972643791294
VARS,0.6666049279999999,0.156,-0.374526,0.514311075,0.162658781,68.16580204,0.795,69.46600000000001,1,-12.01,2.314583445,0,0,0.0,0.0,-0.191879053662869,-0.06228843125978445,-0.08447693508746153,-0.25582198945826073,-0.24392775101864306,-0.12227664623457554,-0.29403888490283697
VARS,0.188573597,0.008,-0.145251,0.573887348,0.174735874,85.11625807,0.828,79.275,1,-6.67,2.405786836,0,0,0.0,0.0,0.06758308019389316,0.18462355531528515,-0.16054478081422527,-0.06264157256152639,0.2559104994209289,0.08695410774902015,0.1476734114640748
VARS,0.377070413,0.555,0.962823,0.6976396440000001,0.175443619,77.12456032,0.853,80.30199999999998,1,-8.13,2.70994916,0,0,0.0,0.0,-0.25248357941930843,0.15064189182220528,-0.329418340624221,-0.5126024304955364,-0.07901950366550187,-0.0668320289222122,-0.29234958954820006
